Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Type_0,Item_Type_1,Item_Type_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Item_Outlet_Sales
0.2810262529832936,0.0,0.08589444832794875,0.930092565719612,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3735.138
0.0793556085918854,1.0,0.1031881765081265,0.0699074342803877,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,443.4228
0.43019093078758947,0.0,0.0,0.05825989422036171,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1516.0266
0.62708830548926,1.0,0.5353301722107228,0.48480313992754526,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1589.2646
0.263126491646778,1.0,0.3703790776288993,0.09590931905638278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,718.3982
0.5226730310262528,0.0,0.548597181878867,0.8478299467687358,0.5,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2748.4224
0.5972553699284009,0.0,0.13755129557224002,0.7026014688960742,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1587.2672
0.5017899761336515,0.0,0.5346536222671959,0.059821151147425644,0.8000000000000114,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,838.908
0.1822792362768496,1.0,0.3569818985890403,0.0444783233688322,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1065.28
0.8418854415274462,0.0,0.0,0.9593629320558739,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3068.0064
0.7911694510739857,0.0,0.0,0.26143413698087564,0.30000000000001137,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2174.5028
0.25417661097852023,1.0,0.6055045880889817,0.3868946608256821,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1609.9044
0.5375894988066825,0.0,0.6306320299201893,0.6872586411174808,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2527.3768
0.3761933174224343,0.0,0.3481402086477092,0.7020508889518664,0.8000000000000114,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3121.2704
0.4510739856801909,0.0,0.15394024518762592,0.5103782185452397,0.8000000000000114,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4815.0656
0.19779236276849643,0.0,0.05381003995363103,0.9268129871992294,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6258.52
0.2747613365155131,0.0,0.25776596204262403,0.31699832350541013,0.30000000000001137,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2117.244
0.3227923627684964,0.0,0.0,0.9177373810491234,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,3185.1872
0.5405727923627686,1.0,0.4225671469409237,0.657853404035196,0.30000000000001137,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1118.544
0.7762529832935561,0.0,0.22320659601751092,0.5674925650367222,0.30000000000001137,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2302.3364
0.19301909307875892,0.0,0.9974913799790942,0.9495574873750736,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5580.7356
0.4928400954653937,0.0,0.17787057199260942,0.5994586390688112,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1207.0954
0.7255369928400954,0.0,0.24210220660984322,0.6660975917889322,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,4693.89
0.6509546539379474,1.0,0.6765598993239815,0.6193503668825735,0.8000000000000114,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2479.4392
0.08741050119331739,0.0,0.1359763741011327,0.5510152864893656,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2716.464
0.2568615751789976,0.0,0.5634880088284155,0.0342460725297313,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,690.4346
0.8955847255369929,0.0,0.1818281565926783,0.09932376832278836,0.30000000000001137,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1381.535
0.9015513126491645,0.0,0.28482493022391236,0.11098240534293019,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,622.523
0.24821002386634844,1.0,0.3993724679055743,0.6639635609974288,0.5,1.0,0.5,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3755.112
0.22195704057279236,1.0,0.6201349531857809,0.6283132962068882,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3896.2616
0.9045346062052504,0.0,0.18213707534423654,0.7691055508701723,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3185.853
0.2690930787589499,1.0,0.0,0.603142829827263,0.30000000000001137,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3151.8972
0.1727326968973747,0.0,0.3699202224309216,0.32920754046975986,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2542.0244
0.41825775656324576,0.0,0.22040585363833778,0.46276628436216377,0.8000000000000114,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2552.6772
0.4212410501193317,0.0,0.21453775691382876,0.8330376989343502,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1141.847
0.5017899761336515,0.0,0.18898523465891542,0.06663895272012099,0.8000000000000114,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,680.4476
0.4809069212410501,0.0,0.337308012286931,0.5427600017755134,0.30000000000001137,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2085.9514
0.47792362768496416,0.0,0.26258690159764475,0.13158177776715502,0.8000000000000114,0.0,0.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,866.8716
0.8747016706443913,0.0,0.547833898743216,0.08922638822971046,0.8000000000000114,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,0.0,928.1252
0.9492840095465394,0.0,0.17575272236322492,0.035818426416911076,0.30000000000001137,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,1.0,707.0796
0.1390214797136038,0.0,0.20624591066300293,0.12247288073670154,0.30000000000001137,0.0,0.5,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1314.2892
0.2810262529832936,0.0,0.23128270121416777,0.25150491851416823,0.8000000000000114,0.0,0.5,0.0,0.0,1.0,1.0,1.0,0.0,0.0,535.3032
0.20465393794749398,0.0,0.10633811044418628,0.5237218862783526,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1402.1748
0.2747613365155131,0.0,0.2586993394376751,0.31273026192240316,0.8000000000000114,0.0,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1693.7952
0.7165871121718377,0.0,0.1478493473570835,0.6220460745784007,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2676.516
0.9940334128878281,0.0,0.831524767322984,0.6246180084883208,0.5,1.0,0.5,0.0,1.0,1.0,0.0,0.0,1.0,1.0,529.311
0.1578162291169451,0.0,0.41129804095657585,0.3655987407511105,0.5,1.0,0.5,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1969.4364
